110100;pasta de arahide fina vegan ;rapunzel;10,26;14,38;250;g;de;1,09;4006040000112;arahide macinate 100%;http://www.biogama.ro/galerie/pasta-de-arahide-fina_110100.jpg
110150;pasta de arahide fina vegan ;rapunzel;17,44;24,44;500;g;de;1,09;4006040000211;arahide macinate 100%;http://www.biogama.ro/galerie/pasta-de-arahide-fina-500g_110150.jpg
110200;gem de arahide fin cu sare vegan ;rapunzel;10,26;14,39;250;g;de;1,09;4006040000419;arahide*99,2% sare de mare;http://www.biogama.ro/galerie/gem-de-arahide-fin-cu-sare_110200.jpg
110300;pasta de arahide crocanta cu sare vegan ;rapunzel;10,26;14,39;250;g;de;1,09;4006040000518;arahide*99,2%, sare de mare;http://www.biogama.ro/galerie/pasta-de-arahide-crocanta-cu-sare_110300.jpg
110400;pasta de arahide crocanta cu sare vegan ;rapunzel;17,04;23,88;500;g;de;1,09;4006040000532;arahide*99,2% sare de mare;http://www.biogama.ro/galerie/pasta-de-arahide-crocanta-cu-sare-500g_110400.jpg
110690;unt de arahide cremos ;rapunzel;10,2;14,29;250;g;de;1,09;4006040424802;arahide* 91%, untura de palmier necalita*, sare de mare, zahar de trestie* ;http://www.biogama.ro/galerie/unt-de-arahide-cremos-vegan_110690.jpg
110730;unt de arahide crocant vegan;rapunzel;16,65;23,33;500;g;de;1,09;4006040004912;arahide*91%, untura de palmier*necalita, sare de mare, zahar din trestie integral*;http://www.biogama.ro/galerie/unt-bio-de-arahide-crocant-500g_110730.jpg
110735;unt de arahide crocant vegan ;rapunzel;10,53;14,75;250;g;de;1,09;4006040004998;arahide*91%, untura de palmier*necalita, sare de mare, zahar din trestie integral*;http://www.biogama.ro/galerie/unt-bio-de-arahide-crocant_110735.jpg
110800;crema arahide cu caramel ;rapunzel;11,19;15,68;250;g;de;1,09;4006040000389;arahide* 41%, zahar de trestie*, untura de palmier necalita*, pudra de lapte degresat*, unt pur*, pudra de cacao degresata*, ulei de floarea soarelui*, vanilie bourbon*, sare de mare;http://www.biogama.ro/galerie/crema-bio-arahide-cu-caramel_110800.jpg
110830;crema de arahide cu caramel mostre ;rapunzel;4,61;6,45;45;g;de;1,09;4006040424826;arahide* 41%, zahar de trestie*, untura de palmier necalita*, pudra de lapte degresat*, unt pur*, pudra de cacao degresata*, ulei de floarea soarelui*, vanilie bourbon*, sare de mare;http://www.biogama.ro/galerie/mostra-crema-arahide-cu-caramel_110830.jpg
120105;pasta de alune vegan ;rapunzel;32,57;45,66;250;g;de;1,09;4006040300601;alune de padure 100%;http://www.biogama.ro/galerie/pasta-bio-de-alune_120105.jpg
120150;pasta de alune vegan;rapunzel;52,64;73,77;500;g;de;1,09;4006040001119;alune de padure 100%;http://www.biogama.ro/galerie/pasta-bio-de-alune-bio_120150.jpg
120300;crema alune vegan ;rapunzel;22,7;31,81;250;g;de;1,09;4006040013358;alune de padure*60%, untura de palmier necalita*, zahar de trestie*, faina de migdale*4%, zahar din trestie integral*, sare de mare ;http://www.biogama.ro/galerie/crema-bio-de-alune-vegan_120300.jpg
130100;pasta de migdale vegan ;rapunzel;30,93;43,34;250;g;de;1,09;4006040001515;migdale 100% ;http://www.biogama.ro/galerie/pasta-de-migdale-bio_130100.jpg
130495;pasta alba de migdale vegan;rapunzel;35,86;50,27;250;g;de;1,09;4006040001737;migdale decojite ;http://www.biogama.ro/galerie/pasta-alba-de-migdale-ecologica_130495.jpg
130650;crema de migdale vegan ;rapunzel;23,03;32,27;250;g;de;1,09;4006040013341;migdale*57%, untura de palmier*necalita, faina de migale*, 8%, zahar de trestie*, zahar de trestie integral*, sare de mare;http://www.biogama.ro/galerie/crema-bio-de-migdale-vegan_130650.jpg
130705;crema de migdale&tonka ;rapunzel;18,1;25,36;250;g;de;1,09;4006040164517;lapte praf degresat 24%, migdale 22%, ulei de floarea soarelui, untura de palmier necalita zahar de trestie vanilie bourbon boabe de tonka(fruct tropical);http://www.biogama.ro/galerie/crema-bio-de-migdale-si-tonka_130705.jpg
130755;crema cu cocos si migdale ;rapunzel;21,39;29,97;250;g;de;1,09;4006040475859;nuca de cocos* (3900%), ulei de palmier*, migdale* (15,00%), orez praf sirop*, zahar din trestie* cristallino, bourbon de vanilie*;http://www.biogama.ro/galerie/crema-bio-cu-cocos-si-migdale_130755.jpg
130805;crema macadamia ;rapunzel;24,02;33,66;250;g;de;1,09;4006040003885;nuci macadamia*26%, untura de palmier* necalita, lapte praf degresat*, ulei de floarea soarelui*, zahar din trestie*, pudra de cacao degresata*, sare de mare;http://www.biogama.ro/galerie/crema-macadamia-bio_130805.jpg
140200;pasta de caju vegan ;rapunzel;28,95;40,57;250;g;de;1,09;4006040002017;nuci caju 100% ;http://www.biogama.ro/galerie/pasta-de-caju-bio_140200.jpg
140250;crema de caju vegan ;rapunzel;22,96;32,18;250;g;de;1,09;4006040418306;alune caju* 66%, untura de palmier* necalita, zahar din trestie*, zahar de trestie integral*, sare de mare;http://www.biogama.ro/galerie/crema-bio-caju-vegan_140250.jpg
150100;pasta amestec 4 feluri de nuca vegan ;rapunzel;24,35;34,12;250;g;de;1,09;4006040002314;arahide, alune de padure, migdale, nuci cajutara de origine germania poate contine urme de nuci, macadamia, susan ;http://www.biogama.ro/galerie/pasta-bio-amestec-4-feluri-de-nuca_150100.jpg
160275;crema de nuca nougat tiger ;rapunzel;19,41;27,2;400;g;de;1,09;4006040076896;zahar din trestie, alune de padure 17%, untura de palmier necalita, ulei de floarea soarelui high oleic, lapte praf degresat 12%, pudra de cacao degresata 6%, vanilie bourbon ;http://www.biogama.ro/galerie/crema-bio-de-nuca-nougat-tiger-400g_160275.jpg
160294;crema de nuca nougat tiger ;rapunzel;13,82;19,36;250;g;de;1,09;4006040160977;zahar din trestie, alune de padure 17%, untura de palmier necalita, ulei de floarea soarelui high oleic, lapte praf degresat 12%, pudra de cacao degresata 6%, vanilie bourbon ;http://www.biogama.ro/galerie/crema-bio-de-nuca-nougat-tiger_160294.jpg
160500;crema samba alune&ciocolata ;rapunzel;18,42;25,82;250;g;de;1,09;4006040003014;alune de padure 45%, zahar din trestie integral, zahar din trestie, untura de palmier necalita, lapte praf integral, pudra de cacao degresata 4%, vanilie bourbon;http://www.biogama.ro/galerie/crema-samba-alune-si-ciocolata_160500.jpg
160605;gem samba crocant ;rapunzel;29,28;41,04;375;g;de;1,09;4006040293781;alune de padure 43%, zahar de trestie integral, untura palmier necalita, lapte praf integral, bucatele de alune 7%, pudra cacao degresata 4%, vanilie bourbon;http://www.biogama.ro/galerie/gem-samba-crocant_160605.jpg
160850;gem samba cocos ;rapunzel;18,42;25,82;250;g;de;1,09;4006040003311;alune 42%, zahar din trestie integral, zahar din trestie, untura de palmier necalita, lapte praf integral, cocos ras 9,5%, pudra de cacao degresata 3%, vanilie bourbon ;http://www.biogama.ro/galerie/gem-samba-cocos_160850.jpg
160920;crema choco-amarui vegan ;rapunzel;9,87;13,83;250;g;de;1,09;4006040321392;zahar din trestie, ulei de floarea soarelui, pudra de cacao degresata 20%, untura de palmier, vanilie bourbon;http://www.biogama.ro/galerie/crema-bio-choco-amarui-vegan_160920.jpg
160930;crema choco-amarui vegan mostra ;rapunzel;4,61;6,45;45;g;de;1,09;0;zahar din trestie, ulei de floarea soarelui, pudra de cacao degresata 20%, untura de palmier, vanilie bourbon;http://www.biogama.ro/galerie/crema-choco-amarui-mostra_160930.jpg
160960;crema samba dark vegan ;rapunzel;18,42;25,82;250;g;de;1,09;4006040293279;alune 45%, zahar din trestie integral, zahar din trestie, pudra de cacao degresata 15%, untura de palmier necalita, vanilie bourbon ;http://www.biogama.ro/galerie/crema-bio-samba-dark_160960.jpg
170100;pasta susan tahin vegan ;rapunzel;12,83;17,98;250;g;de;1,09;4006040004011;susan macinat 100%;http://www.biogama.ro/galerie/pasta-bio-susan-tahin_170100.jpg
170140;pasta susan tahin alb vegan ;rapunzel;14,48;20,29;250;g;de;1,09;4006040004134;susan cojit 100%;http://www.biogama.ro/galerie/pasta-susan-tahin-alb-sesammus_170140.jpg
170150;pasta susan tahin vegan ;rapunzel;23,03;32,27;500;g;de;1,09;4006040004110;susan macinat 100%;http://www.biogama.ro/galerie/pasta-bio-susan-tahin-sesammus-500g_170150.jpg
170200;pasta susan tahin cu sare vegan ;rapunzel;12,83;17,98;250;g;de;1,09;4006040004219;susan*99%, sare de mare;http://www.biogama.ro/galerie/pasta-susan-tahin-bio-sesammus-cu-sare_170200.jpg
170460;crema de susan dulce;rapunzel;14,15;19,84;250;g;de;1,09;4006040269182;susan 75%, untura de palmier* necalita, zahar* brut, proteina din floarea soarelui*, sare de mare;http://www.biogama.ro/galerie/crema-de-susan-dulce_170460.jpg
180025;crema de alune nougat ;rapunzel;16,12;22,59;250;g;de;1,09;4006040003069;alune de padure(3300%), zahar din trestie cristallino, ulei de palmier neintarit, floareasoarelui, faina de lupin dulce, cacao pudra, ulei de (4,50%), vanilie bourbon&nbsp 100% agricultura ecologica;http://www.biogama.ro/galerie/crema-bio-de-alune-nougat_180025.jpg
180100;pasta din samburi de floarea soarelui;rapunzel;10,86;15,22;250;g;de;1,09;4006040004370;samburi de floarea soarelui 100%;http://www.biogama.ro/galerie/pasta-bio-din-samburi-de-floarea-soarelui_180100.jpg
180120;unt din samburi de floarea soarelui;rapunzel;9,87;13,83;250;g;de;1,09;4006040004677;samburi de floarea soarelui* 85%, ulei de palmier necalit*, zahar de trestie integral*, sare de mare;http://www.biogama.ro/galerie/unt-din-samburi-de-floarea-soarelui_180120.jpg
190265;gem samba carton mostre ;rapunzel;2,63;3,69;20;g;de;1,09;0;alune de padure 45%, zahar din trestie integral, zahar din trestie, untura de palmier necalita, lapte praf integral, pudra de cacao degresata 4%, vanilie bourbon;http://www.biogama.ro/galerie/mostra-gem-samba-alune-si-ciocolata_190265.jpg
190270;crema tiger carton mostre ;rapunzel;2,63;3,69;20;g;de;1,09;0;zahar din trestie, alune de padure 17%, untura de palmier necalita, ulei de floarea soarelui high oleic, lapte praf degresat 12%, pudra de cacao degresata 6%, vanilie bourbon ;http://www.biogama.ro/galerie/mostra-nougat-tiger_190270.jpg
200830;alune de padure ;rapunzel;54,29;76,09;500;g;tr;1,09;4006040021315;alune de padure;http://www.biogama.ro/galerie/alune-de-padure-bio_200830.jpg
200845;alune de padure;rapunzel;23,69;33,2;200;g;tr;1,09;4006040069294;alune de padure;http://www.biogama.ro/galerie/alune-de-padure-bio-demeter_200845.jpg
201140;migdale californiene ;rapunzel;34,55;48,41;200;g;us;1,09;4006040025115;migdale dulci ;http://www.biogama.ro/galerie/migdale-californiene-bio_201140.jpg
201270;migdale prajite si sarate;rapunzel;11,84;16,6;100;g;de;1,09;4006040014492;migdale*, sare de mare, ulei de palmier*;http://www.biogama.ro/galerie/migdale-prajite-si-sarate_201270.jpg
201310;migdale europene blansate ;rapunzel;16,45;23,05;125;g;es;1,09;4006040026198;migdale blansate(oparite cu aburi si decojite) ;http://www.biogama.ro/galerie/migdale-europene-blansate_201310.jpg
201330;migdale europene ;rapunzel;54,29;76,08;500;g;it;1,09;4006040026235;migdale ;http://www.biogama.ro/galerie/migdale-europene-bio-500g_201330.jpg
201340;migdale europene ;rapunzel;23,69;33,2;200;g;it;1,09;4006040026211;migdale ;http://www.biogama.ro/galerie/migdale-europene-bio_201340.jpg
201555;betigase de migdale ;rapunzel;14,15;19,83;100;g;es;1,09;4006040097686;migdale;http://www.biogama.ro/galerie/betigase-de-migdale-bio_201555.jpg
201655;felii de migdale ;rapunzel;14,15;19,83;100;g;es;1,09;4006040041009;migdale;http://www.biogama.ro/galerie/felii-de-migdale-bio_201655.jpg
201920;samburi dulci de caise ;rapunzel;21,39;29,98;200;g;tr;1,09;4006040200185;samburi de caise;http://www.biogama.ro/galerie/samburi-dulci-de-caise-200-g_201920.jpg
202500;samburi de cedru ;rapunzel;25,4;35,59;100;g;ru;1,09;4006040236375;samburi de cedru;http://www.biogama.ro/galerie/samburi-de-cedru-bio_202500.jpg
203230;arahide prajite si sarate ;rapunzel;8,23;11,53;150;g;de;1,09;4006040015024;arahide* 97%, sare de mare, ulei de palmier*;http://www.biogama.ro/galerie/arahide-bio-prajite-si-sarate_203230.jpg
203310;arahide prajite in coaja ;rapunzel;16,84;23,61;500;g;eg;1,09;4006040073215;arahide in coaja;http://www.biogama.ro/galerie/arahide-bio-prajite-in-coaja_203310.jpg
204150;samburi caju intregi ;rapunzel;12,5;17,52;100;g;in;1,09;4006040033219;nuci caju;http://www.biogama.ro/galerie/samburi-caju-intregi-hih_204150.jpg
204155;samburi caju intregi ;rapunzel;54,29;76,08;500;g;de;1,09;4006040024200;nuci caju;http://www.biogama.ro/galerie/samburi-caju-bio-intregi-hih-500-g_204155.jpg
204185;caju prajit si sarat;rapunzel;11,84;16,6;100;g;de;1,09;4006040014195;caju* 97%, sare de mare, ulei de palmier*;http://www.biogama.ro/galerie/caju-prajit-si-sarat_204185.jpg
204545;sfaramatura caju ;rapunzel;21,71;30,43;200;g;in;1,09;4006040019626;nuci caju, bucati;http://www.biogama.ro/galerie/sfaramatura-caju-mare-hih_204545.jpg
205150;nuci braziliene paranuss ;rapunzel;10,2;14,3;100;g;bo;1,09;4006040035114;nuci braziliene (paranuss);http://www.biogama.ro/galerie/samburi-bio-de-nuca-paranuss-nuci-braziliene_205150.jpg
206140;samburi de pin ;rapunzel;36,12;50,63;75;g;tr;1,09;4006040035589;samburi de pin;http://www.biogama.ro/galerie/samburi-bio-de-pin-proiect_206140.jpg
208080;samburi de nuca macadamia prajiti sarati ;rapunzel;19,41;27,21;75;g;ke;1,09;4006040174202;nuca macadamia*( 99,5%), sare de mare, ulei de floarea soarelui*;http://www.biogama.ro/galerie/samburi-bio-macadamia-prajiti-si-sarati_208080.jpg
209020;nuci pecan ;rapunzel;17,7;24,81;100;g;pe;1,09;4006040125006;nuci pekan, jumatati;http://www.biogama.ro/galerie/nuci-pekan-bio_209020.jpg
210005;mix de nuci prajite si sarate;rapunzel;11,84;16,6;100;g;de;1,09;4006040013808;migdale* 32%, arahide* 32%, caju* 32%, sare de mare, ulei de palmier*;http://www.biogama.ro/galerie/mix-de-nuci-prajite-si-sarate_210005.jpg
